Date,Price,Open,High,Low,Vol.,Change %
03-01-2023,392.69,394.78,397.13,391.79,9430000.00,-0.23%
04-01-2023,384.41,393.59,393.59,383.82,16120000.00,-2.11%
05-01-2023,385.71,386.71,387.55,381.32,10440000.00,0.34%
06-01-2023,380.83,384.91,387.20,379.83,8720000.00,-1.27%
09-01-2023,388.25,385.16,391.49,383.82,14690000.00,1.95%
10-01-2023,411.63,398.77,416.46,398.77,54020000.00,6.02%
11-01-2023,416.91,414.47,418.71,412.28,22220000.00,1.28%
12-01-2023,410.98,419.01,419.21,408.79,12480000.00,-1.42%
13-01-2023,410.23,411.73,415.07,406.74,10450000.00,-0.18%
16-01-2023,411.73,412.23,413.62,406.35,11460000.00,0.36%
17-01-2023,414.02,411.73,418.16,411.23,12340000.00,0.56%
18-01-2023,407.14,414.62,414.67,406.20,13310000.00,-1.66%
19-01-2023,399.52,405.25,406.55,398.87,13130000.00,-1.87%
20-01-2023,401.91,402.76,411.23,399.97,23910000.00,0.60%
23-01-2023,407.14,405.75,409.69,403.75,13110000.00,1.30%
24-01-2023,420.85,408.74,422.70,408.74,30200000.00,3.37%
25-01-2023,417.76,422.45,425.94,416.42,22980000.00,-0.73%
27-01-2023,444.23,436.65,452.01,433.81,63360000.00,6.34%
30-01-2023,442.29,444.23,448.62,436.30,18320000.00,-0.44%
31-01-2023,450.71,442.33,453.40,439.54,25150000.00,1.90%
01-02-2023,445.28,455.39,460.08,436.30,23800000.00,-1.21%
02-02-2023,443.43,445.38,447.82,439.34,11340000.00,-0.41%
03-02-2023,444.08,445.63,449.41,440.99,13070000.00,0.15%
06-02-2023,440.64,443.08,445.63,438.20,6800000.00,-0.77%
07-02-2023,434.11,440.34,442.04,431.57,9020000.00,-1.48%
08-02-2023,438.75,434.11,439.64,430.22,8670000.00,1.07%
09-02-2023,435.41,438.65,439.34,432.22,7350000.00,-0.76%
10-02-2023,444.48,436.60,446.42,429.87,14800000.00,2.08%
13-02-2023,439.69,444.13,445.52,437.55,8330000.00,-1.08%
14-02-2023,439.20,440.64,442.93,433.06,8570000.00,-0.11%
15-02-2023,442.78,437.15,443.53,436.80,9860000.00,0.82%
16-02-2023,440.24,443.63,446.87,439.14,7670000.00,-0.57%
17-02-2023,438.55,434.66,441.09,434.66,6960000.00,-0.39%
20-02-2023,441.64,440.44,443.93,434.91,9720000.00,0.70%
21-02-2023,435.16,443.83,443.83,433.91,8960000.00,-1.47%
22-02-2023,428.13,433.96,434.51,426.93,7210000.00,-1.62%
23-02-2023,431.87,427.33,435.11,425.89,9280000.00,0.87%
24-02-2023,426.43,434.06,435.36,425.69,7900000.00,-1.26%
27-02-2023,416.66,426.43,426.73,411.78,10440000.00,-2.29%
28-02-2023,419.41,417.71,423.49,417.71,9650000.00,0.66%
01-03-2023,424.69,420.20,426.68,420.20,7600000.00,1.26%
02-03-2023,419.16,424.69,424.94,418.26,5660000.00,-1.30%
03-03-2023,426.68,421.30,429.18,420.65,8030000.00,1.80%
06-03-2023,438.75,429.62,440.09,428.68,11310000.00,2.83%
08-03-2023,437.95,437.65,439.89,434.76,7850000.00,-0.18%
09-03-2023,430.87,437.75,440.69,429.97,5700000.00,-1.62%
10-03-2023,434.51,431.67,436.45,429.48,10420000.00,0.84%
13-03-2023,421.10,434.76,435.66,417.81,8780000.00,-3.09%
14-03-2023,415.37,421.55,422.89,412.13,9190000.00,-1.36%
15-03-2023,410.08,420.70,423.69,408.84,7680000.00,-1.27%
16-03-2023,414.42,412.03,417.21,403.75,11850000.00,1.06%
17-03-2023,417.71,417.71,422.15,413.27,8660000.00,0.79%
20-03-2023,409.49,414.32,415.67,404.25,10080000.00,-1.97%
21-03-2023,411.28,411.58,412.63,406.45,7390000.00,0.44%
22-03-2023,414.82,414.72,417.11,412.48,5730000.00,0.86%
23-03-2023,417.86,414.72,421.20,414.72,9820000.00,0.73%
24-03-2023,415.22,417.71,419.26,413.52,6880000.00,-0.63%
27-03-2023,410.78,414.72,417.21,408.99,7430000.00,-1.07%
28-03-2023,400.36,412.88,413.23,399.22,9550000.00,-2.54%
29-03-2023,407.94,400.36,409.34,400.36,10480000.00,1.89%
31-03-2023,419.51,410.08,420.45,409.74,11040000.00,2.83%
03-04-2023,422.95,421.70,423.64,418.21,6950000.00,0.82%
05-04-2023,425.24,422.95,427.43,421.85,8820000.00,0.54%
06-04-2023,436.30,425.19,437.95,422.45,10910000.00,2.60%
10-04-2023,459.88,450.66,471.84,450.61,50460000.00,5.40%
11-04-2023,457.29,462.32,462.32,454.40,14500000.00,-0.56%
12-04-2023,464.07,457.94,467.16,456.79,13550000.00,1.48%
13-04-2023,468.06,463.52,470.55,461.83,12730000.00,0.86%
17-04-2023,470.70,469.55,471.55,464.37,10710000.00,0.56%
18-04-2023,471.55,473.54,481.86,466.66,16140000.00,0.18%
19-04-2023,467.96,471.55,474.04,466.41,7370000.00,-0.76%
20-04-2023,475.33,472.24,478.22,467.96,14260000.00,1.58%
21-04-2023,469.75,475.23,475.23,465.76,8480000.00,-1.17%
24-04-2023,473.74,469.75,474.54,466.86,8020000.00,0.85%
25-04-2023,472.09,473.74,474.93,470.45,6890000.00,-0.35%
26-04-2023,476.73,471.55,478.02,471.15,7790000.00,0.98%
27-04-2023,480.12,477.03,480.52,475.03,7090000.00,0.71%
28-04-2023,483.46,479.92,486.50,476.88,9950000.00,0.70%
02-05-2023,478.77,481.02,482.51,473.09,11540000.00,-0.97%
03-05-2023,482.21,478.77,483.61,476.28,8530000.00,0.72%
04-05-2023,479.32,482.11,484.90,477.28,5650000.00,-0.60%
05-05-2023,475.63,480.17,483.21,474.68,4830000.00,-0.77%
08-05-2023,498.96,478.52,500.76,476.63,23520000.00,4.90%
09-05-2023,502.10,500.46,511.22,500.01,19820000.00,0.63%
10-05-2023,507.93,506.44,511.32,502.80,12480000.00,1.16%
11-05-2023,510.03,510.42,512.57,503.95,11450000.00,0.41%
12-05-2023,514.36,512.32,518.90,508.73,19770000.00,0.85%
15-05-2023,529.22,522.24,535.50,519.90,38270000.00,2.89%
16-05-2023,519.55,532.31,534.30,517.25,16510000.00,-1.83%
17-05-2023,513.91,520.89,522.34,510.92,13680000.00,-1.08%
18-05-2023,506.89,517.20,519.30,505.54,12290000.00,-1.37%
19-05-2023,523.34,508.23,524.78,503.20,19340000.00,3.25%
22-05-2023,520.89,523.34,525.38,517.75,9980000.00,-0.47%
23-05-2023,526.87,520.89,529.37,519.55,12260000.00,1.15%
24-05-2023,518.60,525.53,528.02,517.55,7650000.00,-1.57%
25-05-2023,513.27,516.41,516.41,507.53,11540000.00,-1.03%
26-05-2023,516.85,513.32,518.15,510.62,8360000.00,0.70%
29-05-2023,519.85,523.39,523.48,518.10,6600000.00,0.58%
30-05-2023,517.20,519.85,521.89,516.41,5130000.00,-0.51%
31-05-2023,524.68,518.35,525.88,514.81,12330000.00,1.45%
01-06-2023,533.55,525.88,534.60,521.24,12510000.00,1.69%
02-06-2023,534.25,535.35,539.59,531.11,12290000.00,0.13%
05-06-2023,544.57,537.34,547.11,536.24,15010000.00,1.93%
06-06-2023,554.04,547.76,555.29,543.67,15400000.00,1.74%
07-06-2023,566.20,557.08,573.23,550.45,20860000.00,2.20%
08-06-2023,557.98,568.25,574.78,555.29,21530000.00,-1.45%
09-06-2023,560.57,562.66,564.71,557.58,9360000.00,0.46%
12-06-2023,562.41,565.26,567.15,558.92,7600000.00,0.33%
13-06-2023,560.47,565.95,569.29,559.03,12850000.00,-0.35%
14-06-2023,568.55,564.26,569.44,562.27,12710000.00,1.44%
15-06-2023,566.70,570.04,573.23,566.00,12480000.00,-0.32%
16-06-2023,568.05,567.90,570.44,564.31,8740000.00,0.24%
19-06-2023,564.31,568.90,571.44,562.47,6280000.00,-0.66%
20-06-2023,581.46,564.31,582.15,560.77,18070000.00,3.04%
21-06-2023,579.61,583.15,584.10,572.73,9150000.00,-0.32%
22-06-2023,567.60,582.20,582.90,566.45,11230000.00,-2.07%
23-06-2023,557.93,568.25,569.39,555.98,9360000.00,-1.70%
26-06-2023,566.10,558.28,567.25,556.08,6990000.00,1.47%
27-06-2023,571.34,568.25,575.13,566.70,9400000.00,0.92%
28-06-2023,584.84,577.22,588.18,573.73,16720000.00,2.36%
30-06-2023,593.72,586.54,597.16,586.19,12490000.00,1.52%
03-07-2023,588.98,598.15,600.45,588.18,11130000.00,-0.80%
04-07-2023,589.63,592.57,594.57,587.69,6920000.00,0.11%
05-07-2023,586.44,590.18,591.18,583.15,8720000.00,-0.54%
06-07-2023,598.95,588.98,603.09,586.74,14360000.00,2.13%
07-07-2023,616.30,598.15,622.88,590.38,21070000.00,2.90%
10-07-2023,616.75,622.08,632.85,615.65,23800000.00,0.07%
11-07-2023,626.57,623.03,628.51,620.24,12050000.00,1.59%
12-07-2023,619.54,628.01,628.86,617.45,10790000.00,-1.12%
13-07-2023,618.74,623.08,624.57,613.61,9690000.00,-0.13%
14-07-2023,622.98,621.08,624.07,617.59,7010000.00,0.68%
17-07-2023,616.60,624.97,625.07,615.25,7580000.00,-1.02%
18-07-2023,610.22,618.49,618.94,605.13,10360000.00,-1.03%
19-07-2023,618.69,612.11,623.38,608.27,11130000.00,1.39%
20-07-2023,619.74,620.73,621.68,614.30,7830000.00,0.17%
21-07-2023,623.83,619.09,629.06,615.80,12910000.00,0.66%
24-07-2023,627.31,626.02,632.50,624.32,12250000.00,0.56%
25-07-2023,637.48,634.04,640.52,631.40,13990000.00,1.62%
26-07-2023,639.13,638.03,663.35,637.03,31670000.00,0.26%
27-07-2023,641.72,645.01,646.46,634.79,11700000.00,0.41%
28-07-2023,633.35,644.01,644.01,629.86,9300000.00,-1.30%
31-07-2023,642.32,638.23,643.56,633.94,7500000.00,1.42%
01-08-2023,641.67,643.02,650.89,640.03,8920000.00,-0.10%
02-08-2023,620.73,642.02,642.32,614.55,15760000.00,-3.26%
03-08-2023,617.05,621.08,624.52,612.26,11460000.00,-0.59%
04-08-2023,613.11,622.93,623.08,611.41,11810000.00,-0.64%
07-08-2023,607.63,617.10,617.10,606.63,9890000.00,-0.89%
08-08-2023,605.43,610.67,612.86,603.39,8860000.00,-0.36%
09-08-2023,620.64,608.72,622.08,603.49,13360000.00,2.51%
10-08-2023,616.35,621.08,626.37,596.16,53120000.00,-0.69%
11-08-2023,609.92,617.84,622.83,608.12,9350000.00,-1.04%
14-08-2023,605.48,610.12,610.12,592.67,14490000.00,-0.73%
16-08-2023,616.85,604.83,619.44,595.46,14560000.00,1.88%
17-08-2023,611.86,618.09,620.09,609.12,12120000.00,-0.81%
18-08-2023,613.91,610.91,618.19,609.02,11190000.00,0.33%
21-08-2023,618.59,615.10,621.38,612.91,9580000.00,0.76%
22-08-2023,618.29,619.89,624.57,616.70,8530000.00,-0.05%
23-08-2023,612.01,620.83,620.83,611.26,8250000.00,-1.02%
24-08-2023,609.07,616.10,617.10,607.78,7100000.00,-0.48%
25-08-2023,603.24,608.97,614.80,591.47,16080000.00,-0.96%
28-08-2023,600.55,603.54,606.63,599.70,7480000.00,-0.45%
29-08-2023,605.28,601.74,608.62,601.74,6960000.00,0.79%
30-08-2023,603.69,609.32,611.02,603.14,5680000.00,-0.26%
31-08-2023,599.15,606.93,607.78,597.21,10540000.00,-0.75%
01-09-2023,609.32,602.34,613.01,600.05,10300000.00,1.70%
04-09-2023,607.13,613.71,613.71,604.14,8390000.00,-0.36%
05-09-2023,609.27,608.12,617.00,606.18,8560000.00,0.35%
06-09-2023,608.37,609.27,610.67,603.74,6520000.00,-0.15%
07-09-2023,613.01,609.02,614.60,607.18,6520000.00,0.76%
08-09-2023,625.32,616.05,626.97,612.31,16190000.00,2.01%
11-09-2023,632.90,632.70,633.45,628.56,8780000.00,1.21%
12-09-2023,618.89,636.04,637.03,613.36,12540000.00,-2.21%
13-09-2023,623.97,619.09,626.57,617.64,6990000.00,0.82%
14-09-2023,622.68,626.17,628.86,621.38,5720000.00,-0.21%
15-09-2023,632.30,626.77,634.54,625.22,18920000.00,1.54%
18-09-2023,638.68,633.94,642.22,631.20,11110000.00,1.01%
20-09-2023,636.54,638.73,645.01,635.04,11780000.00,-0.34%
21-09-2023,625.12,636.54,639.73,622.08,9270000.00,-1.79%
22-09-2023,618.54,626.07,628.86,617.10,6550000.00,-1.05%
25-09-2023,616.80,621.93,623.28,616.00,6390000.00,-0.28%
26-09-2023,617.89,616.80,623.78,616.05,6270000.00,0.18%
27-09-2023,618.24,618.04,619.99,614.85,5960000.00,0.06%
28-09-2023,612.21,620.98,621.88,610.37,6770000.00,-0.98%
29-09-2023,628.26,616.80,631.05,615.10,8970000.00,2.62%
03-10-2023,618.54,630.65,630.70,616.70,6890000.00,-1.55%
04-10-2023,611.71,618.89,618.89,606.43,7610000.00,-1.10%
05-10-2023,617.69,617.10,619.44,612.76,7890000.00,0.98%
06-10-2023,620.53,625.07,625.42,618.09,7920000.00,0.46%
09-10-2023,615.45,618.89,620.09,611.81,6380000.00,-0.82%
10-10-2023,628.61,618.09,630.55,615.70,9830000.00,2.14%
11-10-2023,632.05,631.05,635.84,630.65,7700000.00,0.55%
12-10-2023,634.99,635.04,638.23,633.10,5930000.00,0.47%
13-10-2023,665.05,632.00,666.94,631.05,28010000.00,4.73%
16-10-2023,664.15,666.49,675.72,659.22,20010000.00,-0.13%
17-10-2023,653.68,667.94,668.84,652.64,10260000.00,-1.58%
18-10-2023,666.44,656.57,670.18,651.79,14910000.00,1.95%
19-10-2023,666.74,660.91,670.23,656.57,10630000.00,0.04%
20-10-2023,661.16,664.60,674.32,658.47,11760000.00,-0.84%
23-10-2023,645.36,661.61,665.20,643.02,8560000.00,-2.39%
25-10-2023,635.89,648.00,649.90,634.09,8230000.00,-1.47%
26-10-2023,624.62,633.05,633.70,622.23,8890000.00,-1.77%
27-10-2023,639.08,628.06,641.97,626.52,10230000.00,2.31%
30-10-2023,626.57,641.82,641.82,619.94,12790000.00,-1.96%
31-10-2023,626.72,640.03,640.03,625.37,11400000.00,0.02%
01-11-2023,625.77,628.06,631.85,624.37,8790000.00,-0.15%
02-11-2023,634.49,630.06,636.24,628.16,9930000.00,1.39%
03-11-2023,645.51,659.96,663.95,644.21,23090000.00,1.74%
06-11-2023,644.06,650.84,650.84,641.22,10800000.00,-0.22%
07-11-2023,643.02,643.02,647.90,641.32,6590000.00,-0.16%
08-11-2023,640.57,646.01,647.05,639.93,6550000.00,-0.38%
09-11-2023,647.35,642.02,651.64,640.72,10160000.00,1.06%
10-11-2023,649.05,647.35,650.94,642.02,6430000.00,0.26%
12-11-2023,653.55,657.95,657.95,652.70,2240000.00,0.69%
13-11-2023,651.24,650.99,651.99,647.30,3280000.00,-0.35%
15-11-2023,669.48,657.97,671.43,654.53,11320000.00,2.80%
16-11-2023,678.31,671.93,683.39,668.84,17500000.00,1.32%
17-11-2023,679.45,680.40,685.53,677.51,9560000.00,0.17%
20-11-2023,672.23,679.90,684.64,668.64,8320000.00,-1.06%
21-11-2023,679.60,674.92,681.20,672.92,7290000.00,1.10%
22-11-2023,679.10,681.85,685.24,673.97,9280000.00,-0.07%
23-11-2023,677.86,681.10,683.79,674.97,5890000.00,-0.18%
24-11-2023,671.63,679.30,679.85,669.18,6950000.00,-0.92%
28-11-2023,695.35,675.37,697.30,672.18,16020000.00,3.53%
29-11-2023,710.16,700.59,712.20,692.21,16120000.00,2.13%
30-11-2023,704.23,714.10,715.04,694.86,24280000.00,-0.84%
01-12-2023,703.28,705.82,708.81,700.84,10570000.00,-0.13%
04-12-2023,703.43,713.80,714.79,702.63,9350000.00,0.02%
05-12-2023,706.77,703.73,712.70,702.83,9600000.00,0.47%
06-12-2023,720.23,706.87,722.57,706.82,12150000.00,1.90%
07-12-2023,719.73,722.77,725.26,713.80,10450000.00,-0.07%
08-12-2023,712.35,719.83,725.36,705.32,8560000.00,-1.02%
11-12-2023,718.58,715.59,724.27,714.35,6400000.00,0.87%
12-12-2023,713.20,722.57,722.57,710.81,6460000.00,-0.75%
13-12-2023,718.08,713.80,719.23,711.30,5810000.00,0.68%
14-12-2023,717.54,721.77,722.47,716.39,6730000.00,-0.08%
15-12-2023,730.15,721.67,731.74,719.03,12080000.00,1.76%
18-12-2023,728.55,730.65,732.49,725.86,5450000.00,-0.22%
19-12-2023,726.71,730.35,730.35,723.77,4510000.00,-0.25%
20-12-2023,703.08,728.70,730.74,700.89,8110000.00,-3.25%
21-12-2023,706.67,700.84,709.71,694.11,7700000.00,0.51%
22-12-2023,722.47,714.59,728.75,709.81,12060000.00,2.24%
26-12-2023,717.34,725.16,725.26,714.40,7230000.00,-0.71%
27-12-2023,738.62,725.76,739.57,722.92,15050000.00,2.97%
28-12-2023,751.58,740.37,755.62,736.78,14910000.00,1.75%
29-12-2023,777.55,752.68,800.43,751.68,41170000.00,3.46%
01-01-2024,788.17,782.59,796.24,778.65,12570000.00,1.37%
02-01-2024,781.99,798.04,801.53,776.60,13790000.00,-0.78%
03-01-2024,779.05,783.63,787.57,773.86,8560000.00,-0.38%
04-01-2024,793.30,795.54,799.33,788.87,14300000.00,1.83%
05-01-2024,788.52,796.54,803.42,784.68,11090000.00,-0.60%
08-01-2024,786.67,795.94,797.89,785.08,7670000.00,-0.23%
09-01-2024,797.34,797.49,806.71,790.71,12870000.00,1.36%
10-01-2024,805.96,797.54,808.51,790.21,9980000.00,1.08%
11-01-2024,813.14,811.00,814.98,805.96,11080000.00,0.89%
12-01-2024,813.94,815.63,816.03,806.66,7660000.00,0.10%
15-01-2024,809.95,817.48,817.88,807.81,4840000.00,-0.49%
16-01-2024,816.33,809.95,824.46,809.95,10160000.00,0.79%
17-01-2024,803.07,808.51,811.20,801.53,7900000.00,-1.62%
18-01-2024,816.53,804.52,820.42,794.55,11500000.00,1.68%
19-01-2024,821.02,821.32,823.46,816.98,5710000.00,0.55%
20-01-2024,818.90,826.00,827.00,817.05,2840000.00,-0.26%
23-01-2024,797.99,822.36,825.05,793.85,9440000.00,-2.55%
24-01-2024,808.41,799.93,809.50,786.08,7220000.00,1.31%
25-01-2024,809.35,811.50,811.65,797.84,10110000.00,0.12%
29-01-2024,838.41,809.35,841.20,808.55,12820000.00,3.59%
30-01-2024,856.21,840.41,883.22,840.26,19730000.00,2.12%
31-01-2024,881.48,862.54,893.74,862.54,24560000.00,2.95%
01-02-2024,875.80,897.23,897.38,873.60,14510000.00,-0.64%
02-02-2024,876.05,883.28,892.99,874.15,13000000.00,0.03%
05-02-2024,923.95,931.13,947.08,912.53,38690000.00,5.47%
06-02-2024,936.66,933.52,938.41,925.54,12710000.00,1.38%
07-02-2024,930.93,941.10,941.10,925.20,7910000.00,-0.61%
08-02-2024,921.46,934.12,936.81,915.97,11580000.00,-1.02%
09-02-2024,912.18,923.15,924.55,903.26,7900000.00,-1.01%
12-02-2024,908.80,913.28,922.16,905.21,7290000.00,-0.37%
13-02-2024,904.11,908.80,916.27,891.25,8570000.00,-0.52%
14-02-2024,915.47,897.23,917.12,891.60,6570000.00,1.26%
15-02-2024,917.72,920.86,924.15,913.53,6430000.00,0.25%
16-02-2024,935.71,922.16,945.88,921.26,12830000.00,1.96%
19-02-2024,929.73,940.05,940.05,928.19,4630000.00,-0.64%
20-02-2024,923.50,931.58,931.78,917.57,4730000.00,-0.67%
21-02-2024,918.22,923.50,934.32,913.68,6010000.00,-0.57%
22-02-2024,929.43,921.81,930.98,911.79,6440000.00,1.22%
23-02-2024,934.52,930.23,936.91,926.54,7050000.00,0.55%
26-02-2024,934.07,934.22,942.09,927.84,5600000.00,-0.05%
27-02-2024,959.74,933.87,962.03,932.62,12810000.00,2.75%
28-02-2024,955.10,963.18,973.00,947.38,15220000.00,-0.48%
29-02-2024,947.28,956.05,956.30,940.00,10350000.00,-0.82%
01-03-2024,974.39,956.00,977.38,953.76,10650000.00,2.86%
02-03-2024,988.35,985.15,992.60,981.60,1780000.00,1.43%
04-03-2024,984.16,990.20,991.94,977.09,6080000.00,-0.42%
05-03-2024,1018.76,1023.84,1062.32,1002.26,59810000.00,3.52%
06-03-2024,1014.52,1021.85,1027.48,1005.90,14210000.00,-0.42%
07-03-2024,1036.10,1021.85,1043.78,1010.93,16880000.00,2.13%
11-03-2024,1024.84,1031.57,1032.76,1017.86,7500000.00,-1.09%
12-03-2024,1013.37,1024.64,1033.81,1008.19,8760000.00,-1.12%
13-03-2024,970.21,1015.87,1017.86,960.59,16560000.00,-4.26%
14-03-2024,964.77,961.98,978.98,952.46,22930000.00,-0.56%
15-03-2024,942.94,965.42,976.74,937.11,23390000.00,-2.26%
18-03-2024,969.46,942.94,971.80,933.77,12120000.00,2.81%
19-03-2024,954.80,965.57,967.61,948.67,9480000.00,-1.51%
20-03-2024,937.56,957.94,962.18,918.37,13900000.00,-1.81%
21-03-2024,961.93,948.08,966.27,943.09,11070000.00,2.60%
22-03-2024,976.79,961.93,983.17,947.43,13640000.00,1.54%
26-03-2024,983.17,973.99,991.94,973.00,9460000.00,0.65%
27-03-2024,975.64,988.55,991.94,973.70,6640000.00,-0.77%
28-03-2024,989.75,979.48,996.82,975.99,9860000.00,1.45%
01-04-2024,989.20,996.92,1006.74,984.41,8630000.00,-0.06%
02-04-2024,1001.56,995.93,1004.90,990.34,8000000.00,1.25%
03-04-2024,1006.05,1000.91,1011.33,989.50,8040000.00,0.45%
04-04-2024,1008.49,1012.88,1013.87,995.08,9140000.00,0.24%
05-04-2024,1004.00,1008.49,1009.39,1001.31,4520000.00,-0.44%
08-04-2024,1010.08,1006.94,1013.27,1000.91,5190000.00,0.61%
09-04-2024,1005.40,1017.86,1026.33,1001.91,8540000.00,-0.46%
10-04-2024,1010.38,1009.14,1017.86,1006.89,4550000.00,0.50%
12-04-2024,1015.37,1010.88,1025.83,1010.38,11580000.00,0.49%
15-04-2024,995.73,995.03,1003.85,975.49,12630000.00,-1.93%
16-04-2024,989.75,986.96,1001.81,979.08,9570000.00,-0.60%
18-04-2024,968.36,993.28,1000.01,963.28,13540000.00,-2.16%
19-04-2024,960.24,961.03,964.97,941.10,15380000.00,-0.84%
22-04-2024,970.55,975.74,975.74,963.03,7190000.00,1.07%
23-04-2024,983.72,973.00,991.44,971.05,7990000.00,1.36%
24-04-2024,988.60,989.35,992.84,984.96,4670000.00,0.50%
25-04-2024,998.17,989.45,1000.21,986.46,8370000.00,0.97%
26-04-2024,996.43,1004.70,1005.85,993.53,7940000.00,-0.17%
29-04-2024,997.52,999.97,1002.66,995.93,4760000.00,0.11%
30-04-2024,1004.80,1001.91,1016.31,994.43,9050000.00,0.73%
02-05-2024,1024.64,1016.86,1026.83,1008.44,12700000.00,1.97%
03-05-2024,1010.28,1034.81,1037.00,992.94,11870000.00,-1.40%
06-05-2024,1013.07,1011.88,1016.66,1001.91,5720000.00,0.28%
07-05-2024,985.51,1013.07,1014.82,979.03,8880000.00,-2.72%
08-05-2024,1008.99,983.91,1011.88,973.99,7520000.00,2.38%
09-05-2024,1027.13,1007.89,1039.99,1004.20,19190000.00,1.80%
10-05-2024,1043.43,1033.81,1047.12,1027.23,13380000.00,1.59%
13-05-2024,956.80,1001.91,1005.60,944.29,58970000.00,-8.30%
14-05-2024,961.68,962.13,965.02,950.32,16330000.00,0.51%
15-05-2024,944.39,967.96,969.96,942.19,19670000.00,-1.80%
16-05-2024,933.52,950.27,951.46,916.17,31240000.00,-1.15%
17-05-2024,942.79,941.10,950.47,938.10,13210000.00,0.99%
18-05-2024,953.95,950.00,958.00,947.00,1930000.00,1.18%
21-05-2024,948.37,951.07,953.71,945.78,10060000.00,-0.58%
22-05-2024,944.59,949.07,951.96,939.65,9500000.00,-0.40%
23-05-2024,959.39,947.08,960.49,942.14,11210000.00,1.57%
24-05-2024,957.59,959.54,967.96,955.05,9590000.00,-0.19%
27-05-2024,955.55,961.93,963.48,949.07,6920000.00,-0.21%
28-05-2024,944.64,956.05,958.94,943.09,6620000.00,-1.14%
29-05-2024,940.70,944.04,947.58,935.91,8180000.00,-0.42%
30-05-2024,921.11,940.60,948.52,918.17,10170000.00,-2.08%
31-05-2024,920.16,928.78,934.37,917.27,14290000.00,-0.10%
03-06-2024,947.53,960.04,960.04,931.13,12310000.00,2.97%
04-06-2024,901.12,945.08,945.08,852.77,26550000.00,-4.90%
05-06-2024,927.09,922.10,930.88,887.26,13750000.00,2.88%
06-06-2024,935.36,937.11,943.09,928.34,11790000.00,0.89%
07-06-2024,967.52,937.11,970.01,932.37,15580000.00,3.44%
10-06-2024,972.15,973.99,981.87,966.12,9260000.00,0.48%
11-06-2024,987.10,973.80,992.55,966.65,14830000.00,1.54%
12-06-2024,988.70,994.50,1010.25,987.00,17530000.00,0.16%
13-06-2024,985.85,1002.00,1002.00,980.75,12160000.00,-0.29%
14-06-2024,993.40,990.00,997.25,981.40,11590000.00,0.77%
18-06-2024,985.90,1000.00,1003.55,984.00,9850000.00,-0.75%
19-06-2024,977.35,990.00,994.90,975.15,7610000.00,-0.87%
20-06-2024,978.25,980.00,988.40,976.35,7300000.00,0.09%
21-06-2024,961.80,979.00,980.90,958.10,14300000.00,-1.68%
24-06-2024,958.05,960.90,963.50,950.05,6660000.00,-0.39%
25-06-2024,955.00,960.00,962.85,949.30,7300000.00,-0.32%
26-06-2024,951.85,956.00,962.50,950.10,6910000.00,-0.33%
27-06-2024,972.10,952.50,974.85,948.05,19390000.00,2.13%
28-06-2024,989.75,975.00,998.50,972.55,23030000.00,1.82%
01-07-2024,1002.05,989.75,1005.50,985.20,14010000.00,1.24%
02-07-2024,981.30,1004.05,1005.00,979.10,12280000.00,-2.07%
03-07-2024,975.65,984.95,987.35,973.50,7350000.00,-0.58%
04-07-2024,998.20,984.00,1004.00,979.60,12140000.00,2.31%
05-07-2024,993.65,1005.00,1006.60,989.95,9050000.00,-0.46%
08-07-2024,1002.60,1005.00,1016.60,996.20,13310000.00,0.90%
09-07-2024,1014.95,1000.95,1017.00,998.10,10950000.00,1.23%
10-07-2024,1005.50,1015.00,1019.85,986.05,13410000.00,-0.93%
11-07-2024,1020.80,1008.00,1025.50,1007.05,11980000.00,1.52%
12-07-2024,1016.75,1023.85,1025.90,1015.00,7340000.00,-0.40%
15-07-2024,1024.45,1021.35,1029.80,1017.30,5850000.00,0.76%
16-07-2024,1021.15,1025.50,1029.60,1019.20,4820000.00,-0.32%
18-07-2024,1024.55,1022.95,1027.00,1008.00,8010000.00,0.33%
19-07-2024,990.00,1024.00,1024.00,986.65,7400000.00,-3.37%
22-07-2024,1003.15,990.00,1008.00,976.55,7400000.00,1.33%
23-07-2024,1001.80,1007.90,1008.65,967.20,10380000.00,-0.13%
24-07-2024,1027.70,997.80,1034.25,995.15,11470000.00,2.59%
25-07-2024,1090.95,1029.00,1094.00,1024.35,32770000.00,6.15%
26-07-2024,1118.30,1111.95,1120.50,1083.60,21230000.00,2.51%
29-07-2024,1124.00,1124.00,1139.90,1118.60,11850000.00,0.51%
30-07-2024,1161.85,1125.80,1179.00,1118.60,28590000.00,3.37%
31-07-2024,1156.65,1164.00,1167.90,1145.30,10860000.00,-0.45%
01-08-2024,1144.40,1167.00,1176.00,1136.50,14380000.00,-1.06%
02-08-2024,1096.65,1120.00,1120.00,1090.05,21970000.00,-4.17%
05-08-2024,1016.45,1059.95,1065.00,1014.05,26650000.00,-7.31%
06-08-2024,1013.75,1030.00,1060.65,1008.40,16730000.00,-0.27%
07-08-2024,1025.30,1036.05,1040.20,1015.05,9980000.00,1.14%
08-08-2024,1041.75,1034.95,1056.40,1027.00,19530000.00,1.60%
09-08-2024,1068.10,1055.00,1082.95,1052.05,15440000.00,2.53%
12-08-2024,1076.15,1065.00,1079.90,1055.00,11310000.00,0.75%
13-08-2024,1053.45,1074.85,1075.50,1048.20,7510000.00,-2.11%
